# RYA-489 Section 6 replication-grade per-line data product
# Every value below is PROJECTED from a committed artifact; this
# file measures nothing. Regenerate with the generator named below.
# star: solar
# element: Fe
# Teff: 5772.0
# log_g: 4.438
# Fe_H: 0.0
# xi_microturb: 1.0
# params_source: GBS: Heiter+2015 (Teff/logg), Jofré+2014 ([Fe/H], ξ)
# reference_stack: py3.12 + numpy 2.x (RYA-517 reference stack)
# damping_source: synthesis
# replication_grade: yes
# gold_version: Fe_I=v5
# commit_sha: 4e3dabb5ba139c89ca0b5f5538afb64525ab8fae
# input_commit: 4e3dabb5ba139c89ca0b5f5538afb64525ab8fae
# litscan_anchor: best_external Amarsi et al. 2021 (A&A 653, A141) sigma_ext 0.04
# generated_utc: 2026-08-18T21:08:52+00:00
# generator_script: scripts/generate_perline_product.py
# sources: damping_source=synthesis; replication_grade=yes; band_products=/home/damienabraxas/rya870_repo/data/results/rya847/gated, /home/damienabraxas/rya870_repo/data/results/rya877; linelist=linelist_solar.csv; canonical_gf=canonical_gf.csv; problem_children=problem_children.csv
#
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,gf_source,gf_grade,gf_sigma_dex,damping_rad,damping_stark,damping_vdW,damping_form,hfs_isotope_note,instrument,arm,method,ew_mA,reduced_ew,red_chi2,sigma_A_dex,sigma_A_basis,engine,scale,A_X_line,status,reason_code,reason_note
Fe,I,6842.6853,4.6382,-1.22,MRW,ungraded,,8.35,-4.69,896.279,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,50.14799637928732,-5.1349729811062295,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.69140625,in_aggregate,,
Fe,I,6843.6549,4.5485,-0.73,2014MNRAS.,ungraded,0.03,8.43,-5.29,736.216,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,69.16406174114157,-4.99540761176302,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.4453125,in_aggregate,,
Fe,I,6850.4355,5.4581,-1.053,VALD3,ungraded,,,,,unknown,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,13.008344984925726,-5.721496135586572,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"COG-INVERSION: bisection did not converge, so this EW does not map to an abundance here"
Fe,I,6857.2488,4.0758,-2.05,MRW,ungraded,,7.23,-6.03,-7.82,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,26.643759081584857,-5.410554409137765,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.515625,in_aggregate,,
Fe,I,6858.1396,3.6025,-4.537,K07,ungraded_kurucz,,8.24,-5.41,-7.58,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,58.0507718016916,-5.072398322912821,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.498046875,in_aggregate,,
Fe,I,6862.48,4.5585,-1.47,MRW,ungraded,,8.59,-4.88,804.269,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,36.83629521893179,-5.270205146853549,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",1D-LTE (ts-lte),1D-LTE,7.357421875,in_aggregate,,
Fe,I,4510.8205,3.6025,-2.89,FMW,ungraded,,8.16,-4.93,811.282,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,45.29157081575543,-4.998238162197876,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.34584375,in_aggregate,,
Fe,I,4781.7419,3.5732,-2.18,K07,ungraded_kurucz,,8.0,-6.09,-7.79,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,50.40306849149251,-4.977129154179201,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.516625,in_aggregate,,
Fe,I,4787.8264,2.998,-2.604,BKK+BWL+GE,ungraded,0.06,7.98,-5.38,818.227,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,53.373410681502655,-4.952813439010544,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.56378125,in_aggregate,,
Fe,I,4932.0836,4.652,-1.488,K07,ungraded_kurucz,,8.17,-4.69,-7.32,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,52.17726892637214,-4.975549085956095,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,8.51,flagged_kept,ABUNDANCE_OUTLIER,"RYA-764/783: the 1D-LTE EW inversion returns A(Fe I) = 8.500 on this line at EW 52.2 mA -- physically impossible for the Sun (~7.5) and it ENTERS the band-product aggregate, because derive_band_products.py does not consult this registry. It is one of 17 (VIS) / 11 (IR) used lines above A=8.0 in the EW route; the ENGINE-B flux fit produces ZERO such lines in the IR (max 7.953) on the same pool, so the pathology is the EW->abundance inversion, not the spectrum. The median protects the reported product value, but these lines are the heavy tail of the Engine-A minus Engine-B per-line diagnostic (robust sd 0.10 dex, naive sd 0.50). CAUSE NOT ESTABLISHED -- misidentification, a wrong gf and unmodelled blending all produce this signature; do NOT re-source the gf on this evidence. || RYA-808: required_treatment exclude -> investigate. The cause is not established (status=owed), and a treatment cannot be prescribed from an undiagnosed cause (RYA-161). Behaviour is UNCHANGED -- aggregate_action already kept owed rows in the aggregate, flagged. When a cause IS established: status -> active AND required_treatment -> the diagnosed treatment. || RYA-809 RCA: AMBIGUOUS after all four tests — +0.896 dex above the pool on a non-laboratory K07 gf (+/-0.2 dex), which makes the gf a CANDIDATE but not an established cause — RYA-760 refuted loosening the tier, and RYA-780 found no primary measurement to adjudicate against. Stays investigate/owed and is NOT excluded (RYA-161: no exclusion without an established cause). mismatch 0.4 mA; C2 present at +5.40 dex per-atom, but its solar abundance is not tabulated here -> INCONCLUSIVE; gf K07 (+/-0.2 dex); REW -4.976; A 8.500 (+0.896 vs pool median); EW-vs-strength residual +0.299 dex; absorbs 1.3x the EW its catalogued central_depth supports"
Fe,I,4974.2458,5.9004,-0.367,VALD3,ungraded,,,,,unknown,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,30.35698153326133,-5.214468655481391,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,5054.6423,3.6398,-1.921,BWL,ungraded,,7.53,-6.1,353.313,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,51.72684247019093,-4.989974458610225,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.649671875,in_aggregate,,
Fe,I,5106.4573,4.607,-1.735,K07,ungraded_kurucz,,8.27,-4.32,-7.33,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,50.74977092218517,-5.002685618463817,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.9011875,in_aggregate,,
Fe,I,5223.1824,3.6352,-1.783,BWL,ungraded,,8.0,-6.07,390.253,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,39.90852020339654,-5.116869567636698,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.242375,in_aggregate,,
Fe,I,5257.6544,3.5732,-2.753,VALD3,ungraded,,7.36,-6.15,-7.81,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,28.568795941708988,-5.264900098318347,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.8771875,in_aggregate,,
Fe,I,5293.9582,4.1426,-1.77,MRW,ungraded,,8.24,-6.02,290.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,38.52165775438001,-5.138075539445368,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.184640625,in_aggregate,,
Fe,I,5295.3121,4.4153,-1.59,MRW,ungraded,,8.32,-4.67,1014.281,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,34.95378214884716,-5.180397386901326,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.470890625,in_aggregate,,
Fe,I,5308.4567,4.7955,-1.949,K07,ungraded_kurucz,,8.28,-4.62,-7.32,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,34.98839194457394,-5.181044296351457,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,5321.1073,4.4346,-1.089,BWL,ungraded,,8.28,-4.88,1024.281,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,53.31071730365756,-4.999187490489399,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.48646875,in_aggregate,,
Fe,I,5333.7683,3.0173,-3.713,K07,ungraded_kurucz,,7.0,-6.16,-7.82,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,35.01485419787759,-5.182781823639133,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,8.131859375,in_aggregate,,
Fe,I,5366.42,5.0674,-2.134,K07,ungraded_kurucz,,8.53,-4.88,-7.45,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,27.39046602809493,-5.292085237982689,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,5379.5734,3.6946,-1.514,VALD3,ungraded,0.03,7.85,-6.12,363.249,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,67.65803003345668,-4.900428489002141,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.5999375,in_aggregate,,
Fe,I,5386.3328,4.1544,-1.67,MRW,ungraded,,8.45,-4.47,930.278,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,37.88401227104289,-5.15283721461414,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.4553125,in_aggregate,,
Fe,I,5417.0332,4.4153,-1.5791,MRW,ungraded,,8.31,-4.73,944.28,ABO packed sigma.alpha,HFS components in canonical_gf: 2,kpno_solar_atlas,VIS,ew_integration,41.99197990450934,-5.110595145380204,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,5441.3386,4.3125,-1.63,MRW,ungraded,,8.31,-4.7,807.278,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,39.2973400003072,-5.14134259734649,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.614515625,in_aggregate,,
Fe,I,5461.5489,4.4456,-1.8,MRW,ungraded,,8.33,-4.63,958.28,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,31.414345818692443,-5.240187806190599,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.70140625,in_aggregate,,
Fe,I,5464.2795,4.1426,-1.402,BWL,ungraded,,7.99,-5.26,380.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,48.36833738497938,-5.05297174638115,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.365421875,in_aggregate,,
Fe,I,5472.7084,4.2089,-1.495,VALD3,ungraded,,8.01,-5.47,752.215,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,56.66016271439947,-4.98492449105452,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.4493125,in_aggregate,,
Fe,I,5478.4549,4.1909,-1.75,MRW,ungraded,,8.47,-5.57,745.24,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,59.562159273297645,-4.963687657181899,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,8.1594375,in_aggregate,,
Fe,I,5505.8807,4.4153,-1.298,K07,ungraded_kurucz,,8.32,-5.41,-7.51,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,69.04209762852223,-4.901712819389514,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.221796875,in_aggregate,,
Fe,I,5508.4084,4.9556,-2.007,K07,ungraded_kurucz,,8.76,-4.53,-7.3,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,42.801737382322415,-5.10956473390115,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,5522.4458,4.2089,-1.45,MRW,ungraded,,8.02,-5.57,744.215,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,49.40904905555174,-5.048324966803677,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"ENGINE-A-NOT-SERVED: MPIA returns no usable delta_nlte for this line (absent, nan, or a placeholder zero). Reduced coverage, not a failed correction."
Fe,I,5525.477,4.2089,-1.994,K07,ungraded_kurucz,,8.19,-5.46,-7.57,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,68.85585658582897,-4.9044288900815305,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.194640625,in_aggregate,,
Fe,I,5525.5433,4.2305,-1.084,BK,ungraded,,8.48,-5.47,749.238,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,68.94842077247962,-4.9038506631988295,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.194640625,in_aggregate,,
Fe,I,5532.7462,3.5732,-2.05,MRW,ungraded,0.06,7.78,-5.88,237.255,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,66.44469201610461,-4.920480455843014,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.368421875,in_aggregate,,
Fe,I,5532.8637,4.4456,-1.522,K07,ungraded_kurucz,,8.33,-4.01,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,66.00811688659485,-4.923352628513346,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.387,in_aggregate,,
Fe,I,5536.5801,2.8316,-3.71,MRW,ungraded,,7.48,-6.2,208.263,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,28.94472249423202,-5.281672197264307,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,8.072546875,in_aggregate,,
Fe,I,5546.5051,4.3714,-1.21,MRW,ungraded,,8.31,-5.06,825.278,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,67.95249645930717,-4.911814000054794,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.396578125,in_aggregate,,
Fe,I,5553.5765,4.4346,-1.31,MRW,ungraded,,8.28,-5.41,898.279,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,68.5237861606656,-4.908731407480648,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,8.0178125,in_aggregate,,
Fe,I,5560.2109,4.4346,-1.09,MRW,ungraded,,8.28,-4.24,895.278,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,59.777972371566825,-4.968550084800248,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.2873203125,in_aggregate,,
Fe,I,5568.81,3.6352,-2.85,MRW,ungraded,,8.01,-6.02,378.256,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,36.66274100444599,-5.181537469767399,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.609515625,in_aggregate,,
Fe,I,5584.0216,4.3714,-2.354,K07,ungraded_kurucz,,8.32,-4.7,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,30.552989892574924,-5.261893373158487,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,6.85665625,in_aggregate,,
Fe,I,5607.6637,4.1544,-2.27,VALD3,ungraded,,8.61,-4.88,816.278,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,20.139000045445645,-5.444744057563703,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,7.5969375,flagged_kept,BAD_GF,"RYA-785 gate selection: our measured Kitt Peak EW is 20.1 mA but Turbospectrum synthesises only 0.95 mA at the solar abundance -- a factor of 21. The other seven RYA-785 gate lines agree with synthesis to 0.9-1.8x, so this is not a normalisation or a harness effect. It is the RYA-713 ATOMIC-DATA pattern (98 of 174 IR failures were a real solar line our list does not carry dominating the window): either the transition credited here is far too weak for the feature, or the measured EW belongs to a different line. Excluded from the gate median by the SYN_EW_MIN=5 mA guard -- at ~1 mA the curve of growth has no leverage and A* is recovered from nothing. The gate PASSES with or without it (+0.0589 vs +0.0579 against a +0.06 anchor), so this is a line-quality finding, not a verdict dependency. Cause NOT established; do not re-source the gf on this evidence. || RYA-808: required_treatment exclude -> investigate. The cause is not established (status=owed), and a treatment cannot be prescribed from an undiagnosed cause (RYA-161). Behaviour is UNCHANGED -- aggregate_action already kept owed rows in the aggregate, flagged. When a cause IS established: status -> active AND required_treatment -> the diagnosed treatment."
Fe,I,5609.9605,3.6398,-4.153,K07,ungraded_kurucz,,8.13,-6.01,377.256,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,ew_integration,24.730572629589307,-5.355725630932039,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-A (ts-lte),1D-LTE,8.840984375,flagged_kept,ABUNDANCE_OUTLIER,"RYA-764/783: the 1D-LTE EW inversion returns A(Fe I) = 8.834 on this line at EW 24.7 mA -- physically impossible for the Sun (~7.5) and it ENTERS the band-product aggregate, because derive_band_products.py does not consult this registry. It is one of 17 (VIS) / 11 (IR) used lines above A=8.0 in the EW route; the ENGINE-B flux fit produces ZERO such lines in the IR (max 7.953) on the same pool, so the pathology is the EW->abundance inversion, not the spectrum. The median protects the reported product value, but these lines are the heavy tail of the Engine-A minus Engine-B per-line diagnostic (robust sd 0.10 dex, naive sd 0.50). CAUSE NOT ESTABLISHED -- misidentification, a wrong gf and unmodelled blending all produce this signature; do NOT re-source the gf on this evidence. || RYA-808: required_treatment exclude -> investigate. The cause is not established (status=owed), and a treatment cannot be prescribed from an undiagnosed cause (RYA-161). Behaviour is UNCHANGED -- aggregate_action already kept owed rows in the aggregate, flagged. When a cause IS established: status -> active AND required_treatment -> the diagnosed treatment. || RYA-809 RCA: AMBIGUOUS after all four tests — absorbs +0.66 dex more than the credited transition can deliver on the pool's own EW-vs-strength relation, but with no co-located absorber identified this does not distinguish an UNCATALOGUED line (RYA-713 found 98 such windows) from a wrong gf; +1.230 dex above the pool on a non-laboratory K07 gf (+/-0.2 dex), which makes the gf a CANDIDATE but not an established cause — RYA-760 refuted loosening the tier, and RYA-780 found no primary measurement to adjudicate against. Stays investigate/owed and is NOT excluded (RYA-161: no exclusion without an established cause). mismatch 0.5 mA; C2 present at +6.14 dex per-atom, but its solar abundance is not tabulated here -> INCONCLUSIVE; gf K07 (+/-0.2 dex); REW -5.356; A 8.834 (+1.230 vs pool median); EW-vs-strength residual +0.660 dex; absorbs 2.9x the EW its catalogued central_depth supports"
